transaction_id,customer_id,transaction_date,revenue,channel
T0279-01,C0279,2025-10-23,3348.09,Web
T0279-02,C0279,2025-12-10,917.33,App
T0279-03,C0279,2026-02-12,3035.56,Store
T0279-04,C0279,2026-03-20,2268.18,Store
T0279-05,C0279,2026-11-05,1420.82,Web
T0279-06,C0279,2025-10-10,4161.36,App
T0279-07,C0279,2026-02-26,653.59,Store
T0279-08,C0279,2026-04-14,3848.96,Store
T0279-09,C0279,2026-05-22,3199.18,Web
T0279-10,C0279,2026-04-21,2451.82,Web
T0279-11,C0279,2026-09-09,2168.15,Store
T0280-01,C0280,2026-04-14,4035.39,Store
T0280-02,C0280,2026-02-08,3693.83,App
T0280-03,C0280,2026-05-05,4551.27,Web
T0280-04,C0280,2025-11-04,1392.84,Store
T0280-05,C0280,2026-05-09,4709.92,Store
T0280-06,C0280,2025-11-22,4568.65,Store
T0280-07,C0280,2025-04-18,3000.4,Web
T0280-08,C0280,2025-10-22,2875.65,Store
T0280-09,C0280,2025-07-31,1287.78,Store
T0280-10,C0280,2025-09-16,5274.03,Store
T0280-11,C0280,2025-04-14,4503.62,Web
T0280-12,C0280,2026-02-17,4101.54,Store
T0280-13,C0280,2025-11-12,1201.21,Web
T0280-14,C0280,2026-02-17,4059.83,App
T0280-15,C0280,2025-10-18,1051.9,Web
T0280-16,C0280,2026-03-26,1218.04,Store
T0281-01,C0281,2026-01-07,2429.05,App
T0281-02,C0281,2025-11-11,4031.17,Web
T0281-03,C0281,2025-10-22,2901.67,Web
T0281-04,C0281,2025-10-18,438.49,Store
T0281-05,C0281,2025-11-19,4145.48,Web
T0281-06,C0281,2025-11-10,790.86,Web
T0281-07,C0281,2025-10-30,3249.99,Store
T0282-01,C0282,2025-07-08,1819.49,Web
T0282-02,C0282,2025-03-27,3209.64,App
T0282-03,C0282,2025-08-16,3521.98,App
T0282-04,C0282,2025-07-03,5232.91,Store
T0282-05,C0282,2025-07-16,1716.38,Store
T0283-01,C0283,2026-03-24,4136.95,Store
T0284-01,C0284,2026-01-04,2947.12,Store
T0284-02,C0284,2026-01-16,4242.95,App
T0284-03,C0284,2025-09-09,3719.34,Store
T0284-04,C0284,2026-01-23,3976.64,App
T0284-05,C0284,2025-12-27,4391.51,Web
T0284-06,C0284,2026-03-17,4696.72,Store
T0285-01,C0285,2025-04-07,5166.15,Store
T0285-02,C0285,2025-04-29,930.3,Web
T0285-03,C0285,2025-05-02,707.63,Store
T0286-01,C0286,2026-01-27,5388.36,App
T0286-02,C0286,2025-10-22,5447.6,Web
T0286-03,C0286,2025-05-23,3778.21,Store
T0286-04,C0286,2025-12-19,4027.54,Store
T0286-05,C0286,2026-01-10,3071.03,Web
T0286-06,C0286,2026-01-19,5564.47,Web
T0286-07,C0286,2025-10-12,456.47,App
T0287-01,C0287,2027-02-11,2458.74,Store
T0287-02,C0287,2026-09-18,1029.89,App
T0287-03,C0287,2025-12-15,4816.53,App
T0287-04,C0287,2026-08-19,3749.8,Web
T0287-05,C0287,2026-05-11,2899.12,Store
T0287-06,C0287,2026-03-18,4109.98,Web
T0287-07,C0287,2025-10-11,4187.09,Web
T0287-08,C0287,2026-03-21,1287.14,Store
T0288-01,C0288,2025-07-12,2761.97,Store
T0288-02,C0288,2025-08-01,1997.41,Store
T0288-03,C0288,2025-08-01,1126.81,App
T0289-01,C0289,2025-02-06,2876.41,Store
T0289-02,C0289,2025-01-28,1168.15,Web
T0290-01,C0290,2025-10-03,5055.82,Store
T0290-02,C0290,2025-12-21,3654.55,Store
T0290-03,C0290,2026-02-28,2339.86,App
T0291-01,C0291,2026-05-03,3391.77,App
T0292-01,C0292,2025-12-30,5157.9,Web
T0292-02,C0292,2025-10-13,4341.75,Web
T0292-03,C0292,2025-09-21,3104.71,Store
T0292-04,C0292,2025-09-16,2449.5,Store
T0292-05,C0292,2025-11-11,4110.5,Web
T0292-06,C0292,2025-10-01,2111.14,App
T0293-01,C0293,2025-04-08,285.79,Store
T0293-02,C0293,2025-02-17,5388.48,Web
T0293-03,C0293,2025-07-29,1802.36,App
T0293-04,C0293,2025-07-28,3606.37,Store
T0293-05,C0293,2025-04-03,567.11,Store
T0293-06,C0293,2025-06-13,4454.7,App
T0293-07,C0293,2025-04-19,635.25,Store
T0293-08,C0293,2025-03-03,3249.43,Store
T0294-01,C0294,2025-11-03,4801.89,Web
T0294-02,C0294,2025-10-17,3851.62,App
T0294-03,C0294,2026-01-08,2641.12,Web
T0295-01,C0295,2026-01-04,3499.48,Web
T0295-02,C0295,2026-09-19,2940.39,Web
T0295-03,C0295,2026-07-01,5388.73,App
T0295-04,C0295,2026-08-19,4717.19,App
T0295-05,C0295,2026-07-13,3363.07,Web
T0295-06,C0295,2026-07-28,2689.2,App
T0295-07,C0295,2026-06-17,666.95,App
T0295-08,C0295,2026-05-05,1902.31,App
T0295-09,C0295,2026-07-21,1633.17,Web
T0295-10,C0295,2026-12-11,333.99,App
T0295-11,C0295,2026-07-20,2173.96,Store
T0295-12,C0295,2026-04-08,677.01,Web
T0296-01,C0296,2026-12-22,2430.91,Store
T0296-02,C0296,2025-10-14,2890.86,Web
T0296-03,C0296,2025-10-09,5491.05,Web
T0296-04,C0296,2026-04-25,5133.82,Store
T0296-05,C0296,2026-01-11,3192.68,Store
T0296-06,C0296,2026-11-16,2942.89,App
T0296-07,C0296,2026-03-05,4785.06,App
T0296-08,C0296,2026-05-04,3567.46,App
T0296-09,C0296,2026-04-22,1720.08,App
T0296-10,C0296,2026-11-09,3693.28,Store
T0296-11,C0296,2026-08-07,2624.28,App
T0296-12,C0296,2026-08-09,2812.55,Store
T0296-13,C0296,2025-11-04,5553.87,App
T0296-14,C0296,2026-11-02,830.38,Web
T0296-15,C0296,2026-11-24,4168.63,Store
T0297-01,C0297,2026-07-12,2583.06,Store
T0298-01,C0298,2026-05-13,2878.74,Web
T0298-02,C0298,2026-02-21,2316.56,App
T0298-03,C0298,2026-03-13,494.99,Store
T0298-04,C0298,2026-01-17,974.79,Web
T0298-05,C0298,2026-05-04,5463.64,Web
T0299-01,C0299,2025-12-09,4013.14,Store
T0299-02,C0299,2025-11-07,2085.46,Store
T0299-03,C0299,2025-11-10,2591.5,Store
T0299-04,C0299,2025-12-18,4049.44,App
T0299-05,C0299,2025-07-23,1607.33,Web
T0299-06,C0299,2025-11-09,2905.06,App
T0300-01,C0300,2025-06-23,4456.29,Store
T0300-02,C0300,2025-06-10,1701.21,Store
T0300-03,C0300,2025-08-03,2107.59,Web
T0300-04,C0300,2025-06-17,1418.43,App
